"group","person","url"
"РУССКАЯ ПЕСНЯ","НАТАЛЬЯ ПОПОВА",""
"РУССКАЯ ПЕСНЯ","РОМАН ЛИТОВКА",""
"РУССКАЯ ПЕСНЯ","ДМИТРИЙ МОРОЗОВ 1",""
"РУССКАЯ ПЕСНЯ","МАРИНА МЕНЬКОВА",""
"РУССКАЯ ПЕСНЯ","СЕРГЕЙ СЫСУЕВ",""
"РУССКАЯ ПЕСНЯ","АНАСТАСИЯ ЕФРЕМОВА",""
"РУССКАЯ ПЕСНЯ","НАТАЛЬЯ ФИГУРИНА",""
"РУССКАЯ ПЕСНЯ","ЕЛЕНА ИОНИНА",""
"РУССКИЕ","ДМИТРИЙ КИСЕЛЕВ",""
"РУССКИЕ","АНДРЕЙ АЛЯМОВСКИЙ",""
"РУССКИЕ","ГЕННАДИЙ БОГДАНОВ",""
"РУССКИЕ","ДМИТРИЙ БОЛОТОВ",""
"РУССКИЕ","ДМИТРИЙ ФРОЛОВ",""
"РУССКИЕ","КИСЕЛЕВ, ВЛАДИМИР ВЛАДИМИРОВИЧ",""
"РУССКИЕ","ОЛЕГ МИЛОВАНОВ",""
"РУССКИЕ","ЕВГЕНИЙ ХЛУПИН",""
"РУССКИЕ","СТАНИСЛАВ ПАЛАМАРЧУК",""
"РУССКИЕ","АНДРЕЙ СИДОРЕНКО",""
"РУССКИЕ","ИГОРЬ ПОКАТИЛОВ",""
"РУССКИЕ","ОЛЕГ БАРАНОВ",""
"РУССКИЕ","ГРИГОРИЙ СЕМИН",""
"РУССКИЕ","ДМИТРИЙ ОРЛОВ",""
"РУССКИЕ","ЕВГЕНИЙ КУДРЯШЕВ",""
"РУССКИЕ","ВЯЧЕСЛАВ НИКИФОРОВ",""
"РУССКИЙ МУЗЕЙ","АЛЕКСАНДР СОКОЛОВ",""
"РУССКИЙ РАЗМЕР","ДМИТРИЙ ХИЛЬ",""
"РУССКИЙ РАЗМЕР","ИГОРЬ ЛУЦЕНКО",""
"РУССКИЙ РАЗМЕР","ЭЛЕОНОРА ФИЛИМОНОВА",""
"РУССКИЙ РАЗМЕР","ДМИТРИЙ КОПОТИЛОВ",""
"РУССКИЙ РАЗМЕР","АЛЕКСАНДР ТЮРИН",""
"РУССКИЙ РАЗМЕР","ЮЛИЯ КОШЕЛЕВА",""
"РУССКИЙ РАЗМЕР","ВИКТОР БОНДАРЮК",""
"РУССКИЙ РАЗМЕР","ПОЛЬНА, ЕВА ЛЕОНИДОВНА",""
"РУТЕНIЯ","ВАЛЕРIЙ КОСЕНЮК",""
"РУТЕНIЯ","САЛМАНОВ САЛМАН МАМЕД ОГЛИ",""
"РУТЕНIЯ","ДРАЧ ЕДУАРД ВАЛЕРIЙОВИЧ","https://uk.wikipedia.org/wiki/%D0%94%D1%80%D0%B0%D1%87_%D0%95%D0%B4%D1%83%D0%B0%D1%80%D0%B4_%D0%92%D0%B0%D0%BB%D0%B5%D1%80%D1%96%D0%B9%D0%BE%D0%B2%D0%B8%D1%87"
"РУТЕНIЯ","ОЛЕКСАНДР КОМIСАРЕНКО",""
"РУТЕНIЯ","СУХИЙ АНАТОЛIЙ","https://uk.wikipedia.org/wiki/%D0%A1%D1%83%D1%85%D0%B8%D0%B9_%D0%90%D0%BD%D0%B0%D1%82%D0%BE%D0%BB%D1%96%D0%B9"
"РУТЕНIЯ","ВЛАДИСЛАВ ВОЗНЯК",""
"РУТЕНIЯ","ЄРОФЄЄВ КОСТЯНТИН ВОЛОДИМИРОВИЧ","https://uk.wikipedia.org/wiki/%D0%84%D1%80%D0%BE%D1%84%D1%94%D1%94%D0%B2_%D0%9A%D0%BE%D1%81%D1%82%D1%8F%D0%BD%D1%82%D0%B8%D0%BD_%D0%92%D0%BE%D0%BB%D0%BE%D0%B4%D0%B8%D0%BC%D0%B8%D1%80%D0%BE%D0%B2%D0%B8%D1%87"
"РУТЕНIЯ","ГРИГОРIЙ ЛУК'ЯНЕНКО","https://uk.wikipedia.org/wiki/%D0%93%D1%80%D0%B8%D0%B3%D0%BE%D1%80%D1%96%D0%B9_%D0%9B%D1%83%D0%BA%27%D1%8F%D0%BD%D0%B5%D0%BD%D0%BA%D0%BE"
"РУТЕНIЯ","РОМАН СУРЖА",""
"РУТЕНIЯ","IГОР ДАВИДЯНЦ",""
"РУТЕНIЯ","ВОЛОДИМИР СМАЖЕНКО",""
"РУТЕНIЯ","ДМИТРО ПIДЛУСЬКИЙ",""
"РЫБЫ","А. КУДРЯВЦЕВ",""
"РЫЖИЙ ПЕС","ВАРДАНЯН, ЛЕВОН ГУМЕДИНОВИЧ",""
"РЫЖОВ — КИТАЕВ","СЕРГЕЙ РЫЖОВ",""
"РЫЖОВ — КИТАЕВ","ЮРИЙ КИТАЕВ",""
"С.А.М","ЗАЕВ, АЛЕКСЕЙ АНАТОЛЬЕВИЧ",""
"С.К.А.Й.","СОБЧУК ОЛЕГ МИКОЛАЙОВИЧ","https://uk.wikipedia.org/wiki/%D0%A1%D0%BE%D0%B1%D1%87%D1%83%D0%BA_%D0%9E%D0%BB%D0%B5%D0%B3_%D0%9C%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0%D0%B9%D0%BE%D0%B2%D0%B8%D1%87"
"С.К.А.Й.","ОЛЕКСАНДР ГРИЩУК",""
"С.К.А.Й.","МОЗIЛЬ ЮРIЙ","https://uk.wikipedia.org/wiki/%D0%9C%D0%BE%D0%B7%D1%96%D0%BB%D1%8C_%D0%AE%D1%80%D1%96%D0%B9"
"С.К.А.Й.","ЮРIЙ РУДНИЦЬКИЙ",""
"С.К.А.Й.","СЕРГIЙ НЕДАШКОВСЬКИЙ",""
"СIЧГАРТ","ВАЛЕРIЙ ГАВРИЛЮК",""
"СIЧГАРТ","ЛЕВ КУРГАНСЬКИЙ",""
"СIЧГАРТ","МИХАЙЛО ВОЗНЕНКО",""
"СIЧГАРТ","ЄВГЕН ГАВРИЛЮК",""
"СIЧГАРТ","ОЛЕКСАНДР ДЖУЛАЙ",""
"СIЧГАРТ","СЕРГIЙ СЛЕПЧЕНКО",""
"СIЧГАРТ","МАКС ЦЕЛОВАЛЬНIКОВ",""
"СIЧГАРТ","СЕРГIЙ БЕРДИЧЕВСЬКИЙ",""
"САБОТАЖ","ДМИТРИЙ КОВАЛЕВ",""
"САБОТАЖ","СТРАЙК, АЛЕКСЕЙ",""
"САБОТАЖ","ЛЫСОВ, НИКОЛАЙ АЛЕКСАНДРОВИЧ",""
"САБОТАЖ","ФОМИН, ЛЕОНИД АЛЕКСЕЕВИЧ",""
"САДКО","СИТКОВЕЦКИЙ, АЛЕКСАНДР ВИТАЛЬЕВИЧ",""
"САДКО","ГАТАУЛЛИН, ИГОРЬ ГИЛЬМАНОВИЧ",""
"САДЪ","АЛЯКСЕЙ КУЗЬНЯЦОЎ",""
"САДЪ","ВИТАЛИЙ КУНЦ",""
"САДЪ","МАРИНА КУНЦ",""
"САДЪ","АЛЯКСЕЙ КАЗЛОЎ",""
"САДЪ","АЛЯКСАНДАР КАТОВIЧ",""
"САДЪ","МАРЫНА КУНЦ",""
"САДЪ","ВIТАЛЬ КУНЦ",""
"САДЪ","МАРЫНА КАРПУК",""
"САДЪ","УЛАДЗIМЕР СЕРАФIМАЎ",""
"САДЪ","АНАТОЛЬ ХАРЫТОНАЎ",""
"САК-СОК","РИНАТ ГАТАУЛЛЛИН",""
"САК-СОК","ДАМИР КАМАЛОВ",""
"САК-СОК","ФАРИТ ХАЙБУЛЛИН",""
"САК-СОК","СИРАЗЕТДИН ФАРУКШИН",""
"САК-СОК","МАРАТ САЙФУТДИНОВ",""
"САК-СОК","ЗАХИР НАСЫБУЛЛИН",""
"САКВОЯЖ","МАЛЕЖИК, ВЯЧЕСЛАВ ЕФИМОВИЧ",""
"САКМАРОВ-БЭНД","ПАПИСОВА, АНАСТАСИЯ ИВАНОВНА",""
"САКМАРОВ-БЭНД","САКМАРОВ, ОЛЕГ АДОЛЬФОВИЧ",""
"САКС-МАФИЯ","РУБАНОВ, НИКОЛАЙ ИЛЬИЧ",""
"САКС-МАФИЯ","ЛЕТОВ, СЕРГЕЙ ФЕДОРОВИЧ",""
"САКС-МАФИЯ","ЭДУАРД СИВКОВ",""
"САКС-МАФИЯ","ЯРЕМЧУК, ЮРИЙ ГРИГОРЬЕВИЧ","https://ru.wikipedia.org/wiki/%D0%AF%D1%80%D0%B5%D0%BC%D1%87%D1%83%D0%BA,_%D0%AE%D1%80%D0%B8%D0%B9_%D0%93%D1%80%D0%B8%D0%B3%D0%BE%D1%80%D1%8C%D0%B5%D0%B2%D0%B8%D1%87"
"САМI СВОЇ","СУХАРЄВ ОЛЕГ ЄВГЕНОВИЧ","https://uk.wikipedia.org/wiki/%D0%A1%D1%83%D1%85%D0%B0%D1%80%D1%94%D0%B2_%D0%9E%D0%BB%D0%B5%D0%B3_%D0%84%D0%B2%D0%B3%D0%B5%D0%BD%D0%BE%D0%B2%D0%B8%D1%87"
"САМI СВОЇ","IГОР КЛИМЕНКО",""
"САМI СВОЇ","АНДРIЙ БИКОВЕЦЬ",""
"САМI СВОЇ","РОСТИСЛАВ ЯГОДКА",""
"САМI СВОЇ","КОСТЯНТИН СИМОНОВ",""
"САМI СВОЇ","ЮРIЙ ГРИНЯК",""
"САМI СВОЇ","ВIРА БОНДАР",""
"САМI СВОЇ","ВОЛОДИМИР РIЗНИК",""
